shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield
VanEck ETF Trust VanEck High Yi,HYD,BATS,,0.0,0.0
iShares High Yield Bond Factor ,HYDB,BATS,,,
Global X Hydrogen ETF,HYDR,NasdaqGM,,,
Xtrackers Low Beta High Yield B,HYDW,NYSEArca,,,
VanEck Emerging Markets High Yi,HYEM,NYSEArca,,0.0,0.0
"Hydrofarm Holdings Group, Inc.",HYFM,NasdaqGS,,0.0,0.0
iShares iBoxx $ High Yield Corp,HYG,NYSEArca,,3.803,0.051861446
iShares Interest Rate Hedged Hi,HYGH,NYSEArca,,,
iShares U.S. ETF Trust iShares ,HYGI,NYSEArca,,0.0,0.0
FlexShares High Yield Value-Sco,HYGV,NYSEArca,,0.0,0.0
iShares Trust iShares High Yiel,HYGW,BATS,,0.0,0.0
ProShares High Yield Interest R,HYHG,BATS,,,
Western Asset High Yield Define,HYI,NYSE,2019-02-28 18:00:00,0.0,0.0
WisdomTree Alternative Income F,HYIN,BATS,,,
Xtrackers USD High Yield Corpor,HYLB,NYSEArca,,0.0,0.0
High Yield ETF,HYLD,NYSEArca,,,
Global X Funds Global X Health ,HYLG,NYSEArca,,0.0,0.0
Hyliion Holdings Corp.,HYLN,NYSE,,0.0,0.0
First Trust Tactical High Yield,HYLS,NasdaqGM,2017-05-30 19:00:00,,
SPDR Nuveen Bloomberg High Yiel,HYMB,NYSEArca,,0.0,0.0
Hycroft Mining Holding Corporat,HYMC,NasdaqCM,,0.0,0.0
Hycroft Mining Holding Corporat,HYMCL,NasdaqCM,,0.0,0.0
Hycroft Mining Holding Corporat,HYMCW,NasdaqCM,,0.0,0.0
BlackRock High Yield Muni Incom,HYMU,BATS,,,
"Hyperfine, Inc.",HYPR,NasdaqGM,,0.0,0.0
DBX ETF Trust Xtrackers Risk Ma,HYRM,NYSEArca,,,
PIMCO 0-5 Year High Yield Corpo,HYS,NYSEArca,,,
Blackrock Corporate High Yield ,HYT,NYSE,2019-01-08 18:00:00,0.935,0.112922706
CP High Yield Trend ETF,HYTR,NYSEArca,,,
Xtrackers High Beta High Yield ,HYUP,NYSEArca,,,
Hywin Holdings Ltd.,HYW,NasdaqGM,,0.0,0.0
iShares ESG Advanced High Yield,HYXF,NasdaqGM,,,
iShares International High Yiel,HYXU,BATS,,,
WisdomTree Interest Rate Hedged,HYZD,NasdaqGM,2017-05-25 19:00:00,,
Hyzon Motors Inc.,HYZN,NasdaqGS,,0.0,0.0
,HYZNW,NasdaqGS,,,
,HZAC-WS,,,,
Horizon Therapeutics Public Lim,HZNP,NasdaqGS,,0.0,0.0
"MarineMax, Inc.  (FL)",HZO,NYSE,,0.0,0.0
Horizon Acquisition Corporation,HZON,NYSE American,,0.0,0.0
,HZON-WS,,,,
"IAA, Inc.",IAA,NYSE,,0.0,0.0
IAC Inc.,IAC,NasdaqGS,2015-11-30 18:00:00,0.0,0.0
,IACA-WS,,,,
Voya Asia Pacific High Dividend,IAE,NYSE,2019-01-14 18:00:00,0.0,0.0
61617,IAF,NYSE,2019-01-09 18:00:00,0.55,0.12941177
Iamgold Corporation,IAG,NYSE,2013-07-11 19:00:00,0.0,0.0
iShares International Aggregate,IAGG,BATS,,0.0,0.0
iShares U.S. Broker-Dealers & S,IAI,NYSEArca,,0.0,0.0
iShares U.S. Insurance ETF,IAK,NYSEArca,,,
Innovator International Develop,IAPR,NYSEArca,,,
Integra LifeSciences Holdings C,IART,NasdaqGS,,0.0,0.0
Integral Ad Science Holding Cor,IAS,NasdaqGS,,0.0,0.0
iShares U.S. Regional Banks ETF,IAT,NYSEArca,,0.0,0.0
iShares Gold Trust Shares of th,IAU,NYSEArca,,0.0,0.0
iShares Gold Strategy ETF,IAUF,BATS,,,
iShares Gold Trust Micro iShare,IAUM,NYSEArca,,,
i-80 Gold Corp.,IAUX,NYSE American,,0.0,0.0
"Industrias Bachoco, S.A.B. de C",IBA,NYSE,2022-07-24 19:00:00,0.0,0.0
iShares Biotechnology ETF,IBB,NasdaqGM,2016-12-28 18:00:00,0.35,0.0027764556
Invesco Nasdaq Biotechnology ET,IBBQ,NasdaqGM,,,
iShares iBonds Mar 2023 Term Co,IBCE,NYSEArca,,,
Independent Bank Corporation,IBCP,NasdaqGS,2023-02-23 18:00:00,0.88,0.04761905
Inspire Corporate Bond ETF,IBD,NYSEArca,,,
iShares iBonds Mar 2023 Term Co,IBDD,NYSEArca,,,
iShares iBonds Dec 2023 Term Co,IBDO,NYSEArca,,0.0,0.0
iShares iBonds Dec 2024 Term Co,IBDP,NYSEArca,,,
iShares iBonds Dec 2025 Term Co,IBDQ,NYSEArca,,,
iShares iBonds Dec 2026 Term Co,IBDR,NYSEArca,,,
iShares iBonds Dec 2027 Term Co,IBDS,NYSEArca,,,
iShares iBonds Dec 2028 Term Co,IBDT,NYSEArca,,,
iShares iBonds Dec 2029 Term Co,IBDU,NYSEArca,,,
iShares iBonds Dec 2030 Term Co,IBDV,NYSEArca,,,
iShares iBonds Dec 2031 Term Co,IBDW,NYSEArca,,,
iShares Trust iShares iBonds De,IBDX,NYSEArca,,0.0,0.0
iBET Sports Betting and Gaming ,IBET,NasdaqGM,,,
IBEX Limited,IBEX,NasdaqGM,,0.0,0.0
iShares iBonds 2023 Term High Y,IBHC,BATS,,,
iShares iBonds 2024 Term High Y,IBHD,BATS,,,
iShares iBonds 2025 Term High Y,IBHE,BATS,,,
iShares iBonds 2026 Term High Y,IBHF,BATS,,,
iShares iBonds 2027 Term High Y,IBHG,BATS,,,
iShares Trust iShares iBonds 20,IBHH,BATS,,0.0,0.0
iShares Trust iShares iBonds 20,IBHI,BATS,,0.0,0.0
"iBio, Inc.",IBIO,NYSE American,2018-06-10 19:00:00,0.0,0.0
"Interactive Brokers Group, Inc.",IBKR,NasdaqGS,2023-03-13 19:00:00,0.4,0.005262465
iShares Trust iShares Blockchai,IBLC,NYSEArca,,0.0,0.0
International Business Machines,IBM,NYSE,2023-03-09 18:00:00,6.59,0.05345555
iShares iBonds Dec 2022 Term Mu,IBMK,NYSEArca,,,
iShares iBonds Dec 2023 Term Mu,IBML,BATS,,,
iShares iBonds Dec 2024 Term Mu,IBMM,BATS,2018-07-08 19:00:00,,
iShares iBonds Dec 2025 Term Mu,IBMN,BATS,,,
iShares iBonds Dec 2026 Term Mu,IBMO,BATS,,,
iShares iBonds Dec 2027 Term Mu,IBMP,BATS,,,
iShares iBonds Dec 2028 Term Mu,IBMQ,BATS,,,
ICICI Bank Limited,IBN,NYSE,2022-09-06 19:00:00,0.0,0.0
SPDR Bloomberg International Co,IBND,NYSEArca,,0.0,0.0
International Bancshares Corpor,IBOC,NasdaqGS,2023-02-27 18:00:00,1.2,0.027548209
"Installed Building Products, In",IBP,NYSE,2023-03-30 19:00:00,1.26,0.011970359
iShares Trust iShares Neuroscie,IBRN,NYSEArca,,0.0,0.0
"ImmunityBio, Inc.",IBRX,NasdaqGS,,0.0,0.0
iShares iBonds Dec 2023 Term Tr,IBTD,NasdaqGM,,,
iShares iBonds Dec 2024 Term Tr,IBTE,NasdaqGM,,0.0,0.0
iShares iBonds Dec 2025 Term Tr,IBTF,NasdaqGM,,,
iShares iBonds Dec 2026 Term Tr,IBTG,NasdaqGM,,,
iShares iBonds Dec 2027 Term Tr,IBTH,NasdaqGM,,,
iShares iBonds Dec 2028 Term Tr,IBTI,NasdaqGM,,,
iShares iBonds Dec 2029 Term Tr,IBTJ,NasdaqGM,,,
iShares iBonds Dec 2030 Term Tr,IBTK,NasdaqGM,,,
iShares iBonds Dec 2031 Term Tr,IBTL,NasdaqGM,,,
iShares iBonds Dec 2032 Term Tr,IBTM,NasdaqGM,,0.0,0.0
"Independent Bank Group, Inc",IBTX,NasdaqGS,2023-02-15 18:00:00,1.52,0.031633716
Amplify ETF Trust Amplify Onlin,IBUY,NYSEArca,,0.0,0.0
icad inc.,ICAD,NasdaqCM,,0.0,0.0
Series Portfolios Trust InfraCa,ICAP,NYSEArca,,,
ImmuCell Corporation,ICCC,NasdaqCM,,0.0,0.0
"ICC Holdings, Inc.",ICCH,NasdaqCM,,0.0,0.0
IceCure Medical Ltd.,ICCM,NasdaqCM,,0.0,0.0
"Independence Contract Drilling,",ICD,NYSE,2020-03-11 19:00:00,0.0,0.0
Intercontinental Exchange Inc.,ICE,NYSE,2023-03-30 19:00:00,1.52,0.015653964
iShares Cohen & Steers REIT ETF,ICF,BATS,,1.182,0.021530055
"ICF International, Inc.",ICFI,NasdaqGS,2023-04-12 19:00:00,0.56,0.005214638
Ichor Holdings,ICHR,NasdaqGS,,0.0,0.0
ICL Group Ltd.,ICL,NYSE,2023-03-14 19:00:00,0.912,0.1339207
iClick Interactive Asia Group L,ICLK,NasdaqGM,,0.0,0.0
iShares S&P Global Clean Energy,ICLN,NasdaqGM,2016-12-28 18:00:00,0.0,0.0
Invesco Actively Managed Exchan,ICLO,BATS,,0.0,0.0
ICON plc,ICLR,NasdaqGS,,0.0,0.0
Investcorp Credit Management BD,ICMB,NasdaqGS,2023-03-29 19:00:00,0.58,0.15508021
Iconic Sports Acquisition Corp.,ICNC,NYSE,,0.0,0.0
,ICNC-WS,,,,
Pacer Developed Markets Interna,ICOW,BATS,,0.0,0.0
"Intercept Pharmaceuticals, Inc.",ICPT,NasdaqGS,,0.0,0.0
BlackRock Ultra Short-Term Bond,ICSH,BATS,,0.0,0.0
SeaStar Medical Holding Corpora,ICU,NasdaqCM,,0.0,0.0
,ICUCW,NasdaqGM,,0.0,0.0
"ICU Medical, Inc.",ICUI,NasdaqGS,,0.0,0.0
iShares Convertible Bond ETF,ICVT,BATS,,0.0,0.0
"Icosavax, Inc.",ICVX,NasdaqGS,,0.0,0.0
"PARTS iD, Inc.",ID,NYSE American,,0.0,0.0
"IDACORP, Inc.",IDA,NYSE,2023-02-27 18:00:00,3.04,0.028614458
T Stamp Inc.,IDAI,NasdaqCM,,0.0,0.0
iShares Future Cloud 5G and Tec,IDAT,NYSEArca,,,
IDEX Biometrics ASA,IDBA,NasdaqCM,,0.0,0.0
"InterDigital, Inc.",IDCC,NasdaqGS,2023-01-24 18:00:00,1.4,0.019065777
"Voya Infrastructure, Industrial",IDE,NYSE,2019-01-14 18:00:00,0.0,0.0
iShares Core MSCI International,IDEV,NYSEArca,,,
"Ideanomics, Inc.",IDEX,NasdaqCM,,0.0,0.0
Invesco S&P International Devel,IDHD,BATS,,,
Invesco S&P International Devel,IDHQ,NYSEArca,,,
U.S. Equity Cumulative Dividend,IDIV,NYSEArca,2018-07-01 19:00:00,,
Invesco FTSE International Low ,IDLB,NasdaqGM,2017-06-29 19:00:00,,
Invesco S&P International Devel,IDLV,NYSEArca,,0.0,0.0
ETF Series Solutions Internatio,IDME,BATS,,,
Invesco S&P International Devel,IDMO,NYSEArca,,,
"Intellicheck, Inc.",IDN,NasdaqGM,,0.0,0.0
iShares Genomics Immunology and,IDNA,NYSEArca,,,
ALPS International Sector Divid,IDOG,NYSEArca,,,
"Idaho Strategic Resources, Inc.",IDR,NYSE American,,0.0,0.0
iShares Self-Driving EV and Tec,IDRV,NYSEArca,,,
IDT Corporation,IDT,NYSE,2018-06-28 19:00:00,0.0,0.0
iShares U.S. Utilities ETF,IDU,NYSEArca,,2.28,0.027566195
iShares International Select Di,IDV,BATS,,,
Amplify ETF Trust Amplify Inter,IDVO,NYSEArca,,,
IDW Media Holdings,IDW,NYSE American,,0.0,0.0
VanEck Indonesia Index ETF,IDX,NYSEArca,,,
"IDEXX Laboratories, Inc.",IDXX,NasdaqGS,,0.0,0.0
"IDEAYA Biosciences, Inc.",IDYA,NasdaqGS,,0.0,0.0
Ivanhoe Electric Inc.,IE,NYSE American,,0.0,0.0
iShares U.S. Consumer Focused E,IEDI,BATS,2018-07-01 19:00:00,,
iShares 7-10 Year Treasury Bond,IEF,NasdaqGM,,0.934,0.009435297
iShares Core MSCI EAFE ETF,IEFA,BATS,,0.0,0.0
iShares 3-7 Year Treasury Bond ,IEI,NasdaqGM,2018-04-05 19:00:00,,
iShares Core MSCI Emerging Mark,IEMG,NYSEArca,,1.16,0.025108224
iShares U.S. Oil & Gas Explorat,IEO,BATS,,0.0,0.0
Icahn Enterprises L.P. - Deposi,IEP,NasdaqGS,2023-04-18 19:00:00,8.0,0.15888779
"IES Holdings, Inc.",IESC,NasdaqGM,,0.0,0.0
iShares U.S. Tech Independence ,IETC,BATS,2018-07-01 19:00:00,,
iShares Core MSCI Europe ETF,IEUR,NYSEArca,,0.0,0.0
iShares MSCI Europe Small-Cap E,IEUS,NasdaqGM,2016-12-27 18:00:00,,
iShares Europe ETF,IEV,NYSEArca,,1.22,0.02618026
IDEX Corporation,IEX,NYSE,2023-01-26 18:00:00,2.4,0.011121409
iShares U.S. Oil Equipment & Se,IEZ,NYSEArca,,,
"Infobird Co., Ltd",IFBD,NasdaqCM,,0.0,0.0
ETRACS IFED Invest with the Fed,IFED,NYSEArca,,,
International Flavors & Fragran,IFF,NYSE,2023-04-05 19:00:00,3.2,0.03868472
iShares International Developed,IFGL,NasdaqGM,2017-03-29 19:00:00,,
InFinT Acquisition Corporation,IFIN,NYSE,,0.0,0.0
,IFIN-WS,,,,
"India Fund, Inc. (The)",IFN,NYSE,2019-01-09 18:00:00,2.04,0.13839892
iShares U.S. Infrastructure ETF,IFRA,BATS,,0.0,0.0
InflaRx N.V.,IFRX,NasdaqGS,,0.0,0.0
Intercorp Financial Services In,IFS,NYSE,2022-05-05 19:00:00,0.0,0.0
First Trust Dorsey Wright Inter,IFV,NasdaqGM,2016-12-29 18:00:00,,
Principal Investment Grade Corp,IG,NYSEArca,2018-07-05 19:00:00,0.0,0.0
Voya Global Advantage and Premi,IGA,NYSE,2019-01-14 18:00:00,0.788,0.094258375
iShares Interest Rate Hedged Lo,IGBH,NYSEArca,,,
India Globalization Capital Inc,IGC,NYSE American,,0.0,0.0
Voya Global Equity Dividend and,IGD,NYSE,2019-02-14 18:00:00,0.48,0.09657948
iShares North American Natural ,IGE,BATS,,0.82,0.02241662
iShares Investment Grade Bond F,IGEB,BATS,,,
iShares Global Infrastructure E,IGF,NasdaqGM,2018-06-24 19:00:00,,
ProShares Investment Grade-Inte,IGHG,BATS,,,
Western Asset Investment Grade ,IGI,NYSE,2019-02-28 18:00:00,0.0,0.0
iShares 5-10 Year Investment Gr,IGIB,NasdaqGM,,0.0,0.0
International General Insurance,IGIC,NasdaqCM,2022-12-13 18:00:00,0.0,0.0
International General Insurance,IGICW,NasdaqCM,,,
iShares 10  Year Investment Gra,IGLB,NYSEArca,,,
FT Cboe Vest Gold Strategy Targ,IGLD,BATS,,,
iShares Expanded Tech Sector ET,IGM,NYSEArca,,0.93,0.002957169
"IGM Biosciences, Inc.",IGMS,NasdaqGS,,0.0,0.0
iShares North American Tech-Mul,IGN,NYSEArca,,0.29,0.0043341736
iShares International Treasury ,IGOV,NasdaqGM,2017-06-06 19:00:00,,
CBRE Clarion Global Real Estate,IGR,NYSE,2019-01-30 18:00:00,0.7,0.123239435
iShares International Dividend ,IGRO,BATS,,0.0,0.0
iShares 1-5 Year Investment Gra,IGSB,NasdaqGM,2018-12-23 18:00:00,0.0,0.0
International Game Technology,IGT,NYSE,2023-03-27 19:00:00,0.8,0.03331945
Inception Growth Acquisition Li,IGTA,NasdaqGM,,0.0,0.0
Inception Growth Acquisition Li,IGTAR,NasdaqGM,,0.0,0.0
Inception Growth Acquisition Li,IGTAU,NasdaqGM,,0.0,0.0
Inception Growth Acquisition Li,IGTAW,NasdaqGM,,0.0,0.0
Innovator ETFs Trust Innovator ,IGTR,NYSEArca,,0.0,0.0
iShares Expanded Tech-Software ,IGV,BATS,,0.0,0.0
,IGZ,NYSE,,,
iHuman Inc.,IH,NYSE,,0.0,0.0
iShares Cybersecurity and Tech ,IHAK,NYSEArca,,,
Voya Emerging Markets High Inco,IHD,NYSE,2019-01-14 18:00:00,0.0,0.0
WisdomTree International Hedged,IHDG,NYSEArca,,,
iShares U.S. Pharmaceutical ETF,IHE,NYSEArca,,0.0,0.0
iShares U.S. Health Care Provid,IHF,NYSEArca,,0.0,0.0
Intercontinental Hotels Group,IHG,NYSE,2023-05-15 19:00:00,1.384,0.021377819
iShares U.S. Medical Devices ET,IHI,NYSEArca,,0.0,0.0
Invesco High Income 2023 Target,IHIT,NYSE,2019-02-27 18:00:00,0.514,0.0653944
"iHeartMedia, Inc.",IHRT,NasdaqGS,,0.0,0.0
IHS Holding Limited,IHS,NYSE,,0.0,0.0
InnSuites Hospitality Trust Sha,IHT,NYSE American,2023-02-02 18:00:00,0.02,0.012820513
Invesco High Income 2024 Target,IHTA,NYSE,2019-02-27 18:00:00,0.0,0.0
VanEck International High Yield,IHY,NYSEArca,,,
Invesco High Yield Bond Factor ,IHYF,NasdaqGM,,,
Morgan Stanley India Investment,IIF,NYSE,2019-01-14 18:00:00,3.983,0.20974198
Invesco Investment Grade Defens,IIGD,NYSEArca,,0.0,0.0
Invesco Investment Grade Value ,IIGV,NYSEArca,,0.0,0.0
"Information Services Group, Inc",III,NasdaqGM,2023-03-30 19:00:00,0.15,0.030612245
"Insteel Industries, Inc.",IIIN,NYSE,2023-03-30 19:00:00,0.12,0.0044444446
"i3 Verticals, Inc.",IIIV,NasdaqGS,,0.0,0.0
Invesco Value Municipal Income ,IIM,NYSE,2019-02-27 18:00:00,0.753,0.06375953
Inspira Technologies Oxy B.H.N.,IINN,NasdaqCM,,0.0,0.0
Inspira Technologies Oxy B.H.N. Ltd. Warrant,IINNW,NasdaqCM,,,
Innovative Industrial Propertie,IIPR,NYSE,2023-01-12 18:00:00,7.1,0.08558341
Coherent Corp. 6.00% Series A M,IIVI,NYSE,2023-04-02 19:00:00,0.0,0.0
Innovator International Develop,IJAN,NYSEArca,,,
iShares Core S&P Mid-Cap ETF,IJH,NYSEArca,,2.809,0.011727133
iShares S&P Mid-Cap 400 Value E,IJJ,NYSEArca,,1.413,0.01428427
iShares S&P Mid-Cap 400 Growth ,IJK,NYSEArca,,0.444,0.006501684
iShares Core S&P Small-Cap ETF,IJR,NYSEArca,,1.267,0.01344725
iShares S&P SmallCap 600 Value ,IJS,NYSEArca,,1.096,0.011972907
iShares S&P Small-Cap 600 Growt,IJT,NasdaqGM,,0.561,0.0052537927
Innovator International Develop,IJUL,NYSEArca,,,
"Ikena Oncology, Inc.",IKNA,NasdaqGM,,0.0,0.0
"Inhibikase Therapeutics, Inc.",IKT,NasdaqCM,,0.0,0.0
Intelligent Living Application ,ILAG,NasdaqCM,,0.0,0.0
iShares Morningstar Large-Cap E,ILCB,NYSEArca,,0.714,0.013328355
iShares Morningstar Large-Cap G,ILCG,NYSEArca,,0.203,0.0039023452
iShares Morningstar Large-Cap  ,ILCV,NYSEArca,,1.574,0.025626833
First Trust Innovation Leaders ,ILDR,NYSEArca,,,
iShares Latin America 40 ETF,ILF,NYSEArca,,0.66,0.029190624
"Illumina, Inc.",ILMN,NasdaqGS,,0.0,0.0
Industrial Logistics Properties,ILPT,NasdaqGS,2023-02-15 18:00:00,0.36,0.1094225
iShares Core 10  Year USD Bond ,ILTB,NYSEArca,,,
I-MAB,IMAB,NasdaqGM,,0.0,0.0
"IMAC Holdings, Inc.",IMACW,NasdaqCM,,,
International Media Acquisition,IMAQ,NasdaqCM,,0.0,0.0
International Media Acquisition,IMAQU,NasdaqCM,,0.0,0.0
International Media Acquisition Corp. Warrants,IMAQW,NasdaqCM,,,
Imax Corporation,IMAX,NYSE,,0.0,0.0
"iMedia Brands, Inc.",IMBI,NasdaqGM,2019-12-11 18:00:00,0.0,0.0
"iMedia Brands, Inc. - 8.5% Seni",IMBIL,NasdaqGM,2023-03-30 19:00:00,,
iShares Morningstar Mid-Cap ETF,IMCB,NYSEArca,,0.708,0.012219538
IM Cannabis Corp.,IMCC,NasdaqCM,2018-06-17 19:00:00,0.0,0.0
iShares Morningstar Mid-Cap Gro,IMCG,NYSEArca,,0.05,0.0009112448
INFINITE GROUP INC,IMCI,Other OTC,,0.0,0.0
Immunocore Holdings plc,IMCR,NasdaqGS,,0.0,0.0
iShares Morningstar Mid-Cap Val,IMCV,NasdaqGM,,1.18,0.019815281
Invesco International Developed,IMFL,BATS,,0.0,0.0
"ImmunoGen, Inc.",IMGN,NasdaqGS,,0.0,0.0
"Ingles Markets, Incorporated",IMKTA,NasdaqGS,2023-01-11 18:00:00,0.66,0.007279947
Immutep Limited,IMMP,NasdaqGM,2016-12-27 18:00:00,0.0,0.0
Immersion Corporation,IMMR,NasdaqGS,2023-04-27 19:00:00,0.03,0.003851091
"Immix Biopharma, Inc.",IMMX,NasdaqCM,,0.0,0.0
"Immunome, Inc.",IMNM,NasdaqCM,,0.0,0.0
"Imunon, Inc.",IMNN,NasdaqCM,,0.0,0.0
Imperial Oil Limited,IMO,NYSE American,2023-03-31 19:00:00,1.46,0.031940497
Alpha Architect International Q,IMOM,BATS,,0.0,0.0
ChipMOS TECHNOLOGIES INC.,IMOS,NasdaqGS,2022-07-26 19:00:00,0.0,0.0
Impel Pharmaceuticals Inc.,IMPL,NasdaqGM,,0.0,0.0
Imperial Petroleum Inc.,IMPP,NasdaqCM,,0.0,0.0
Imperial Petroleum Inc. - 8.75%,IMPPP,NasdaqCM,2022-12-29 18:00:00,0.0,0.0
Immuron Limited,IMRN,NasdaqCM,,0.0,0.0
Immuneering Corporation,IMRX,NasdaqGM,,0.0,0.0
Invesco Actively Managed Exchan,IMSI,BATS,,0.0,0.0
iShares Core 5-10 Year USD Bond,IMTB,NYSEArca,,,
Integrated Media Technology Lim,IMTE,NasdaqCM,,0.0,0.0
iShares MSCI Intl Momentum Fact,IMTM,NYSEArca,,,
Immatics N.V.,IMTX,NasdaqCM,,0.0,0.0
Immatics N.V.,IMTXW,NasdaqCM,,,
"Immunic, Inc.",IMUX,NasdaqGS,2019-04-14 19:00:00,0.0,0.0
IMV Inc.,IMV,NasdaqCM,2018-05-09 19:00:00,0.0,0.0
"Immunovant, Inc.",IMVT,NasdaqGS,,0.0,0.0
"International Money Express, In",IMXI,NasdaqCM,,0.0,0.0
"IN8bio, Inc.",INAB,NasdaqGM,,0.0,0.0
Insight Acquisition Corp.,INAQ,NYSE,,0.0,0.0
First Internet Bancorp,INBK,NasdaqGS,2023-01-16 18:00:00,0.24,0.0132816825
First Internet Bancorp - Fixed-,INBKZ,NasdaqGS,2023-03-29 19:00:00,,
Intelligent Bio Solutions Inc.,INBS,NasdaqCM,,0.0,0.0
"Inhibrx, Inc.",INBX,NasdaqGM,,0.0,0.0
VanEck ETF Trust VanEck Dynamic,INC,NYSEArca,,,
Columbia India Consumer ETF,INCO,NYSEArca,,,
Intercure Ltd.,INCR,NasdaqGM,,0.0,0.0
Incyte Corporation,INCY,NasdaqGS,,0.0,0.0
Ishares MSCI India ETF,INDA,BATS,,0.0,0.0
Independent Bank Corp.,INDB,NasdaqGS,2023-01-05 18:00:00,2.08,0.030860532
Nifty India Financials ETF,INDF,NYSEArca,,,
"indie Semiconductor, Inc.",INDI,NasdaqCM,,0.0,0.0
"indie Semiconductor, Inc. Warrant",INDIW,NasdaqCM,,,
Direxion Daily MSCI India Bull ,INDL,NYSEArca,,0.0,0.0
Indonesia Energy Corporation Li,INDO,NYSE American,,0.0,0.0
"Indaptus Therapeutics, Inc.",INDP,NasdaqCM,2020-10-29 19:00:00,0.0,0.0
Pacer Industrial Real Estate ET,INDS,NYSEArca,2018-06-27 19:00:00,,
"INDUS Realty Trust, Inc.",INDT,NasdaqGM,2023-01-16 18:00:00,0.66,0.010006065
iShares India 50 ETF,INDY,NasdaqGM,2016-12-28 18:00:00,0.0,0.0
Informatica Inc.,INFA,NYSE,,0.0,0.0
"Infinity Pharmaceuticals, Inc.",INFI,NasdaqGS,,0.0,0.0
Horizon Kinetics Inflation Bene,INFL,NYSEArca,,,
Infinera Corporation,INFN,NasdaqGS,,0.0,0.0
ClearBridge Sustainable Infrast,INFR,NasdaqGM,2017-04-16 19:00:00,0.0,0.0
"InfuSystems Holdings, Inc.",INFU,NYSE American,,0.0,0.0
Infosys Limited,INFY,NYSE,2022-11-13 18:00:00,0.41,0.024217365
"ING Group, N.V.",ING,NYSE,2023-05-11 19:00:00,0.559,0.048231233
"Inogen, Inc",INGN,NasdaqGS,,0.0,0.0
Ingredion Incorporated,INGR,NYSE,2023-01-23 18:00:00,2.72,0.028619528
KludeIn I Acquisition Corp.,INKA,NasdaqCM,,0.0,0.0
KludeIn I Acquisition Corp.,INKAU,NasdaqCM,,0.0,0.0
KludeIn I Acquisition Corp.,INKAW,NasdaqCM,,,
SPDR SSgA Income Allocation ETF,INKM,NYSEArca,,0.0,0.0
"MiNK Therapeutics, Inc.",INKT,NasdaqCM,,0.0,0.0
"Intellinetics, Inc.",INLX,NYSE American,2020-03-19 19:00:00,0.0,0.0
InMed Pharmaceuticals Inc.,INM,NasdaqCM,2020-07-05 19:00:00,0.0,0.0
INmune Bio Inc.,INMB,NasdaqCM,,0.0,0.0
InMode Ltd.,INMD,NasdaqGS,,0.0,0.0
BlackRock Intermediate Muni Inc,INMU,NYSEArca,,,
"Summit Hotel Properties, Inc.",INN,NYSE,2023-02-27 18:00:00,0.08,0.011594202
Harbor ETF Trust Harbor Disrupt,INNO,NYSEArca,,0.0,0.0
InnovAge Holding Corp.,INNV,NasdaqGS,,0.0,0.0
"Inovio Pharmaceuticals, Inc.",INO,NasdaqGS,,0.0,0.0
Innodata Inc.,INOD,NasdaqGM,,0.0,0.0
Inpixon,INPX,NasdaqCM,2020-01-06 18:00:00,0.0,0.0
Inpixon,INPXV,NasdaqCM,,0.0,0.0
Exchange Traded Concepts Trust ,INQQ,NYSEArca,,,
"Inspired Entertainment, Inc.",INSE,NasdaqCM,,0.0,0.0
Inseego Corp.,INSG,NasdaqGS,,0.0,0.0
Insight Select Income Fund,INSI,NYSE,2019-01-17 18:00:00,0.76,0.048906047
Insmed Incorporated,INSM,NasdaqGS,,0.0,0.0
"Inspire Medical Systems, Inc.",INSP,NYSE,,0.0,0.0
"Instructure Holdings, Inc.",INST,NYSE,,0.0,0.0
"International Seaways, Inc.",INSW,NYSE,2023-03-27 19:00:00,0.42,0.010055063
World Fuel Services Corporation,INT,NYSE,2023-01-05 18:00:00,0.52,0.021693783
"Intapp, Inc.",INTA,NasdaqGS,,0.0,0.0
Intel Corporation,INTC,NasdaqGS,2023-05-31 19:00:00,1.46,0.051390357
Integral Acquisition Corporatio,INTE,NasdaqGM,,0.0,0.0
Integral Acquisition Corporatio,INTEU,NasdaqGM,,0.0,0.0
Integral Acquisition Corporation 1 Warrants,INTEW,NasdaqGM,,,
iShares International Equity Fa,INTF,NYSEArca,,,
The Intergroup Corporation,INTG,NasdaqCM,,0.0,0.0
Northern Lights Fund Trust IV M,INTL,BATS,,0.0,0.0
Inter & Co. Inc.,INTR,NasdaqGS,,0.0,0.0
inTest Corporation,INTT,NYSE American,2012-12-16 18:00:00,0.0,0.0
Intuit Inc.,INTU,NasdaqGS,2023-04-17 19:00:00,2.92,0.0071864543
Intrusion Inc.,INTZ,NasdaqCM,,0.0,0.0
"Inuvo, Inc.",INUV,NYSE American,,0.0,0.0
"Innoviva, Inc.",INVA,NasdaqGS,2015-09-29 19:00:00,0.0,0.0
"Identiv, Inc.",INVE,NasdaqCM,,0.0,0.0
Invitation Homes Inc.,INVH,NYSE,2023-02-27 18:00:00,0.92,0.029243486
"INVO BioScience, Inc.",INVO,NasdaqCM,2020-11-08 18:00:00,0.0,0.0
Innoviz Technologies Ltd.,INVZ,NasdaqCM,,0.0,0.0
Innoviz Technologies Ltd.,INVZW,NasdaqCM,,,
"Inozyme Pharma, Inc.",INZY,NasdaqGS,,0.0,0.0
Innovative International Acquis,IOAC,NasdaqGM,,0.0,0.0
