shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendYield,averageAnalystRating,trailingPE,trailingAnnualDividendRate
Kimco Realty Corporation (HC),KIM,NYSE,2023-03-22 19:00:00,0.044991963,2.3 - Buy,122.33333,0.84
"Kingstone Companies, Inc",KINS,NasdaqCM,2022-09-14 19:00:00,0.13445377,3.0 - Hold,,0.16
KKR & Co. Inc.,KKR,NYSE,2023-03-06 18:00:00,0.012442304,1.8 - Buy,,0.62
KKR Group Finance Co. IX LLC 4.,KKRS,NYSE,2023-03-31 19:00:00,,,,
KLA Corporation,KLAC,NasdaqGS,2023-02-28 18:00:00,0.012692069,2.0 - Buy,16.382353,4.7
"Kulicke and Soffa Industries, I",KLIC,NasdaqGS,2023-04-09 19:00:00,0.013490075,2.6 - Hold,10.226666,0.7
Kimberly-Clark Corporation,KMB,NYSE,2023-04-03 19:00:00,0.03687808,3.3 - Hold,21.76844,4.64
"Kinder Morgan, Inc.",KMI,NYSE,2023-02-14 18:00:00,0.06694813,2.8 - Hold,15.045453,1.11
Kemper Corporation 5.875% Fixed,KMPB,NYSE,2023-03-14 19:00:00,,,,
Kemper Corporation,KMPR,NYSE,2023-02-27 18:00:00,0.022190407,2.4 - Buy,,1.24
Kennametal Inc.,KMT,NYSE,2023-02-27 18:00:00,0.029629631,3.1 - Hold,18.239725,0.8
KNOT Offshore Partners LP,KNOP,NYSE,2023-02-08 18:00:00,0.25539452,2.5 - Buy,2.8507464,1.586
"Kinsale Capital Group, Inc.",KNSL,NYSE,2023-03-12 19:00:00,0.0018048035,2.9 - Hold,44.546944,0.52
Knight-Swift Transportation Hol,KNX,NYSE,2023-03-26 19:00:00,0.008988763,2.0 - Buy,11.548319,0.48
Coca-Cola Company (The),KO,NYSE,2023-04-02 19:00:00,0.029348006,2.0 - Buy,27.285067,1.76
Coca Cola Femsa S.A.B. de C.V.,KOF,NYSE,2022-11-13 18:00:00,0.0,2.2 - Buy,15.330629,0.0
Koppers Holdings Inc. Koppers H,KOP,NYSE,2023-03-26 19:00:00,0.0061996286,1.7 - Buy,10.949495,0.2
Kroger Company (The),KR,NYSE,2023-05-31 19:00:00,0.020501139,2.5 - Buy,15.0575075,0.99
Kilroy Realty Corporation,KRC,NYSE,2023-04-11 19:00:00,0.068014115,2.6 - Hold,14.876237,2.12
KKR Real Estate Finance Trust I,KREF,NYSE,2023-01-12 18:00:00,0.1484038,2.1 - Buy,52.772724,1.72
Kite Realty Group Trust,KRG,NYSE,2023-04-13 19:00:00,0.043197617,1.9 - Buy,,0.87
Kearny Financial,KRNY,NasdaqGS,2023-02-21 18:00:00,0.049830124,2.3 - Buy,12.591549,0.44
Kronos Worldwide Inc,KRO,NYSE,2023-03-15 19:00:00,0.087759815,3.3 - Hold,9.560439,0.76
Kimbell Royalty Partners,KRP,NYSE,2023-03-15 19:00:00,0.14073549,1.5 - Strong Buy,9.0,1.99
Karat Packaging Inc.,KRT,NasdaqGS,2022-11-29 18:00:00,0.0,1.5 - Strong Buy,12.024794,0.0
Kohl's Corporation,KSS,NYSE,2023-03-28 19:00:00,0.08624407,2.9 - Hold,,2.0
"Kontoor Brands, Inc.",KTB,NYSE,2023-03-19 19:00:00,0.037029665,2.2 - Buy,11.723502,1.86
Structures Products Cp 8% CorTS,KTH,NYSE,2023-04-29 19:00:00,,,,
Structured Products Corp 8.205%,KTN,NYSE,2022-12-31 18:00:00,,,,
Kennedy-Wilson Holdings Inc.,KW,NYSE,2023-04-05 19:00:00,0.054825813,2.7 - Hold,37.17021,0.96
Quaker Houghton,KWR,NYSE,2023-04-27 19:00:00,0.009424549,2.4 - Buy,,1.7
Loews Corporation,L,NYSE,2023-03-06 18:00:00,0.004603204,3.0 - Hold,13.932668,0.25
"Lithia Motors, Inc.",LAD,NYSE,2023-03-23 19:00:00,0.007942887,2.1 - Buy,5.0731306,1.68
Ladder Capital Corp,LADR,NYSE,2023-01-16 18:00:00,0.09586056,1.8 - Buy,8.564815,0.88
"Lakeland Industries, Inc.",LAKE,NasdaqGM,2023-02-21 18:00:00,0.0,2.0 - Buy,50.72414,0.0
Lamar Advertising Company,LAMR,NasdaqGS,2023-03-30 19:00:00,0.04895833,2.6 - Hold,22.511736,4.7
Lancaster Colony Corporation,LANC,NasdaqGS,2023-03-30 19:00:00,0.016631696,3.0 - Hold,54.18306,3.25
Gladstone Land Corporation,LAND,NasdaqGM,2023-03-30 19:00:00,0.032942966,2.0 - Buy,,0.546
Gladstone Land Corporation - 5.,LANDM,NasdaqGM,2023-03-30 19:00:00,0.023120115,,,0.546
Gladstone Land Corporation - 6.,LANDO,NasdaqGM,2023-03-30 19:00:00,0.023733972,,,0.546
Landmark Bancorp Inc.,LARK,NasdaqGM,2023-02-28 18:00:00,0.03669725,,11.735914,0.8
"Laureate Education, Inc.",LAUR,NasdaqGS,2022-11-16 18:00:00,0.0,2.0 - Buy,31.486485,0.0
"Lazard LTD. Lazard, LTD.",LAZ,NYSE,2023-02-23 18:00:00,0.05969231,3.1 - Hold,9.712209,1.94
"Lakeland Bancorp, Inc.",LBAI,NasdaqGS,2023-02-15 18:00:00,0.03349001,2.8 - Hold,10.387878,0.57
Luther Burbank Corporation,LBC,NasdaqGS,2022-11-13 18:00:00,0.036548223,2.0 - Buy,6.433121,0.36
Liberty Broadband Corporation -,LBRDP,NasdaqGS,2023-01-16 18:00:00,0.0,,4.2385325,0.0
Liberty Energy Inc.,LBRT,NYSE,2023-03-19 19:00:00,0.0039432175,2.2 - Buy,6.5101013,0.05
LCI Industries,LCII,NYSE,2023-03-23 19:00:00,0.039458305,2.1 - Buy,6.9752927,4.05
LCNB Corporation,LCNB,NasdaqCM,2023-03-14 19:00:00,0.051395938,3.0 - Hold,8.647669,0.81
"Lifetime Brands, Inc.",LCUT,NasdaqGS,2023-05-14 19:00:00,0.030909091,2.0 - Buy,,0.17
"loanDepot, Inc.",LDI,NYSE,2022-04-17 19:00:00,0.0,2.9 - Hold,,0.0
"Leidos Holdings, Inc.",LDOS,NYSE,2023-03-30 19:00:00,0.015599611,2.1 - Buy,18.843178,1.44
Lear Corporation,LEA,NYSE,2023-03-28 19:00:00,0.022937145,2.5 - Buy,26.34542,3.08
"Lincoln Electric Holdings, Inc.",LECO,NasdaqGS,2023-04-13 19:00:00,0.014231382,2.2 - Buy,21.032299,2.32
"Leggett & Platt, Incorporated",LEG,NYSE,2023-04-13 19:00:00,0.056511853,3.0 - Hold,13.684444,1.74
Lennar Corporation,LEN,NYSE,2023-02-09 18:00:00,0.014971553,2.3 - Buy,6.6666665,1.5
Lennar Corporation,LEN-B,NYSE,2023-02-09 18:00:00,0.01794473,,5.6259637,1.5
Levi Strauss & Co,LEVI,NYSE,2023-02-22 18:00:00,0.027777778,2.3 - Buy,11.514286,0.44
"LifeMD, Inc. - 8.875% Series A ",LFMDP,NasdaqGM,2023-01-16 18:00:00,0.0,,,0.0
"Lument Finance Trust, Inc.",LFT,NYSE,2023-01-16 18:00:00,0.14438502,2.4 - Buy,11.176471,0.27
"Littelfuse, Inc.",LFUS,NasdaqGS,2023-03-08 18:00:00,0.009019435,2.6 - Hold,18.100492,2.26
Lifevantage Corporation,LFVN,NasdaqCM,2023-03-14 19:00:00,0.027607363,2.0 - Buy,,0.09
Laboratory Corporation of Ameri,LH,NYSE,2023-03-12 19:00:00,0.009853116,2.0 - Buy,15.888326,2.16
"L3Harris Technologies, Inc.",LHX,NYSE,2023-03-23 19:00:00,0.02231298,,37.181984,4.48
"Lennox International, Inc.",LII,NYSE,2023-01-12 18:00:00,0.016945649,3.0 - Hold,18.107012,4.1
Linde plc,LIN,NYSE,2023-03-27 19:00:00,0.014141964,1.9 - Buy,42.605793,4.68
Lakeland Financial Corporation,LKFN,NasdaqGS,2023-02-05 18:00:00,0.024735508,2.7 - Hold,17.472637,1.66
LKQ Corporation,LKQ,NasdaqGS,2023-03-29 19:00:00,0.019205546,1.8 - Buy,13.583126,1.025
Eli Lilly and Company,LLY,NYSE,2023-03-09 18:00:00,0.011897896,2.1 - Buy,47.41439,3.92
"LeMaitre Vascular, Inc.",LMAT,NasdaqGM,2023-03-22 19:00:00,0.010042177,2.3 - Buy,54.365593,0.5
Limoneira Co,LMNR,NasdaqGS,2023-01-12 18:00:00,0.019144863,1.8 - Buy,14.131579,0.3
"Limestone Bancorp, Inc.",LMST,NasdaqCM,2023-02-20 18:00:00,0.008568981,3.0 - Hold,10.079166,0.2
Lockheed Martin Corporation,LMT,NYSE,2023-03-23 19:00:00,0.024085693,2.6 - Hold,22.124357,11.4
Lincoln National Corporation,LNC,NYSE,2023-04-30 19:00:00,0.0804649,3.1 - Hold,,1.8
Brasilagro Brazilian Agric Real,LND,NYSE,2022-11-27 18:00:00,0.67903566,,5.4545455,3.239
"Cheniere Energy, Inc.",LNG,NYSE American,2023-02-26 18:00:00,0.010063156,1.6 - Buy,27.2,1.45
"LINKBANCORP, Inc.",LNKB,NasdaqCM,2023-03-14 19:00:00,0.04411765,2.7 - Hold,14.583334,0.3
Lindsay Corporation,LNN,NYSE,2023-02-27 18:00:00,0.009719301,2.7 - Hold,21.51618,1.34
Alliant Energy Corporation,LNT,NasdaqGS,2023-02-14 18:00:00,0.03220339,2.9 - Hold,19.593407,1.71
"Manhattan Bridge Capital, Inc",LOAN,NasdaqCM,2023-01-16 18:00:00,0.09242144,2.0 - Buy,12.386363,0.5
"Live Oak Bancshares, Inc.",LOB,NYSE,2023-03-13 19:00:00,0.004627844,3.0 - Hold,6.6352944,0.12
"El Pollo Loco Holdings, Inc.",LOCO,NasdaqGS,2022-11-08 18:00:00,0.0,2.6 - Hold,20.886793,0.0
Logitech International S.A. - R,LOGI,NasdaqGS,2022-09-27 19:00:00,0.019810425,2.3 - Buy,20.801558,1.045
Loma Negra Compania Industrial ,LOMA,NYSE,2023-01-16 18:00:00,18.872961,3.0 - Hold,80.875,117.956
"Lowe's Companies, Inc.",LOW,NYSE,2023-02-07 18:00:00,0.019890226,2.3 - Buy,19.442062,3.95
Dorian LPG Ltd.,LPG,NYSE,2023-02-27 18:00:00,0.27376804,2.6 - Hold,6.617647,5.5
LPL Financial Holdings Inc.,LPLA,NasdaqGS,2023-03-27 19:00:00,0.0051148282,2.0 - Buy,20.530901,1.0
Louisiana-Pacific Corporation,LPX,NYSE,2023-03-30 19:00:00,0.016152717,3.0 - Hold,5.008101,0.88
Lam Research Corporation,LRCX,NasdaqGS,2023-04-04 19:00:00,0.0132429935,2.4 - Buy,14.037874,6.45
"Lake Shore Bancorp, Inc.",LSBK,NasdaqGM,2022-11-17 18:00:00,0.0,,10.612903,0.0
"Life Storage, Inc.",LSI,NYSE,2023-01-25 18:00:00,0.036824323,2.5 - Buy,28.867788,4.36
"Landstar System, Inc.",LSTR,NasdaqGS,2023-03-09 18:00:00,0.0063731167,3.0 - Hold,14.974447,1.1
"LTC Properties, Inc.",LTC,NYSE,2023-03-30 19:00:00,0.06645293,3.2 - Hold,13.774194,2.28
Lufax Holding Ltd,LU,NYSE,2022-10-27 19:00:00,0.80691487,2.6 - Hold,3.4716983,1.517
"Lumen Technologies, Inc.",LUMN,NYSE,2022-09-08 19:00:00,0.2895753,3.4 - Hold,,0.75
Southwest Airlines Company,LUV,NYSE,2023-03-28 19:00:00,0.006054491,2.3 - Buy,36.722893,0.18
"Lamb Weston Holdings, Inc.",LW,NYSE,2023-03-02 18:00:00,0.0100010205,2.0 - Buy,30.150307,0.98
Luxfer Holdings PLC,LXFR,NYSE,2023-01-31 18:00:00,0.03378817,2.5 - Buy,13.85965,0.52
LXP Industrial Trust,LXP,NYSE,2023-01-16 18:00:00,0.04864594,2.8 - Hold,26.18421,0.485
LyondellBasell Industries NV,LYB,NYSE,2023-03-12 19:00:00,0.055846002,2.7 - Hold,7.4596496,4.7
Lloyds Banking Group Plc,LYG,NYSE,2022-09-21 19:00:00,0.010810811,1.0 - Strong Buy,6.7647057,0.024
LSI Industries Inc.,LYTS,NasdaqGS,2023-02-13 18:00:00,0.0152207,1.7 - Buy,18.328766,0.2
La-Z-Boy Incorporated,LZB,NYSE,2023-03-14 19:00:00,0.023595113,2.3 - Buy,7.43038,0.676
Macy's Inc,M,NYSE,2023-04-02 19:00:00,0.03351064,2.8 - Hold,4.488152,0.63
Mastercard Incorporated,MA,NYSE,2023-05-08 19:00:00,0.0058607217,1.9 - Buy,34.489594,2.04
Mid-America Apartment Communiti,MAA,NYSE,2023-01-30 18:00:00,0.03099516,2.6 - Hold,27.36813,4.675
Macerich Company (The),MAC,NYSE,2023-03-02 18:00:00,0.06281662,3.2 - Hold,,0.62
Main Street Capital Corporation,MAIN,NYSE,2023-06-14 19:00:00,0.06733264,2.7 - Hold,12.115265,2.595
ManpowerGroup,MAN,NYSE,2022-12-14 18:00:00,0.034539685,2.7 - Hold,11.638082,2.72
Manchester,MANU,NYSE,2022-06-23 19:00:00,0.007017544,2.0 - Buy,,0.148
Marriott International,MAR,NasdaqGS,2023-03-30 19:00:00,0.0063159224,2.7 - Hold,22.85532,1.0
Masco Corporation,MAS,NYSE,2023-03-12 19:00:00,0.02242823,2.6 - Hold,14.050139,1.125
"Mativ Holdings, Inc.",MATV,NYSE,2023-03-23 19:00:00,0.07695831,1.5 - Strong Buy,,1.68
Matthews International Corporat,MATW,NasdaqGS,2023-02-19 18:00:00,0.02505568,2.0 - Buy,,0.9
"Matson, Inc.",MATX,NYSE,2023-03-01 18:00:00,0.01954815,3.0 - Hold,2.3160942,1.22
Maxar Technologies Inc.,MAXR,NYSE,2023-03-30 19:00:00,0.0007870917,3.0 - Hold,,0.04
Middlefield Banc Corp.,MBCN,NasdaqCM,2023-03-14 19:00:00,0.026257394,3.0 - Hold,10.63492,0.71
Merchants Bancorp,MBIN,NasdaqCM,2023-04-02 19:00:00,0.010463378,1.5 - Strong Buy,5.9669604,0.28
Merchants Bancorp - Depositary ,MBINM,NasdaqCM,2023-04-02 19:00:00,0.011849345,,,0.28
Merchants Bancorp - Depositary ,MBINN,NasdaqCM,2023-04-02 19:00:00,0.014213198,,4.435666,0.28
Merchants Bancorp - Depositary ,MBINO,NasdaqCM,2023-04-02 19:00:00,0.014652015,,4.5544024,0.28
Merchants Bancorp - 7.00% Fixed,MBINP,NasdaqCM,2023-04-02 19:00:00,0.011996573,,5.1693006,0.28
Medallion Bank - Fixed-to-Float,MBNKP,NasdaqCM,2023-04-02 19:00:00,0.0,,,0.0
Mercantile Bank Corporation,MBWM,NasdaqGS,2023-03-14 19:00:00,0.04011461,2.4 - Buy,8.234849,1.26
Moelis & Company,MC,NYSE,2023-03-27 19:00:00,0.061935488,3.7 - Underperform,6.9982457,2.4
Macatawa Bank Corporation,MCBC,NasdaqGS,2023-02-27 18:00:00,0.03165183,3.0 - Hold,10.60606,0.32
"MetroCity Bankshares, Inc.",MCBS,NasdaqGS,2023-02-09 18:00:00,0.034863453,3.0 - Hold,7.2377048,0.6
McDonald's Corporation,MCD,NYSE,2023-03-14 19:00:00,0.021251032,2.0 - Buy,32.442448,5.66
Microchip Technology Incorporat,MCHP,NasdaqGS,2023-03-06 18:00:00,0.014383306,2.2 - Buy,22.974861,1.158
McKesson Corporation,MCK,NYSE,2023-04-02 19:00:00,0.0060235574,1.9 - Buy,15.664516,2.02
Moody's Corporation,MCO,NYSE,2023-03-16 19:00:00,0.009563168,2.2 - Buy,40.047043,2.8
"Monarch Casino & Resort, Inc.",MCRI,NasdaqGS,2023-03-14 19:00:00,0.0,2.2 - Buy,15.840958,0.0
Marcus Corporation (The),MCS,NYSE,2023-03-19 19:00:00,0.00665336,1.7 - Buy,,0.1
Mercury General Corporation,MCY,NYSE,2023-03-28 19:00:00,0.063352175,2.0 - Buy,,1.905
"M.D.C. Holdings, Inc.",MDC,NYSE,2023-02-21 18:00:00,0.055340342,3.0 - Hold,4.871222,2.0
Medigus Ltd.,MDGS,NasdaqCM,2022-12-27 18:00:00,0.0,,,0.0
"Mondelez International, Inc.",MDLZ,NasdaqGS,2023-04-13 19:00:00,0.022138555,2.0 - Buy,33.979694,1.47
"Medalist Diversified REIT, Inc.",MDRR,NasdaqCM,2023-01-26 18:00:00,0.07309051,2.0 - Buy,,0.06
"Medalist Diversified REIT, Inc.",MDRRP,NasdaqCM,2023-01-26 18:00:00,0.0026086955,,,0.06
Medtronic plc.,MDT,NYSE,2023-04-13 19:00:00,0.03405178,2.5 - Buy,25.905228,2.67
"MDU Resources Group, Inc.",MDU,NYSE,2023-03-31 19:00:00,0.029691212,2.4 - Buy,16.623596,0.875
Modiv Inc.,MDV,NYSE,2023-04-24 19:00:00,0.10454545,1.4 - Strong Buy,,1.15
MEDIFAST INC,MED,NYSE,2023-02-06 18:00:00,0.06368314,3.0 - Hold,8.513447,6.56
"Methode Electronics, Inc.",MEI,NYSE,2023-01-26 18:00:00,0.01353638,2.0 - Buy,18.427313,0.56
Methanex Corporation,MEOH,NasdaqGS,2023-03-30 19:00:00,0.014047809,2.5 - Buy,9.819172,0.62
Mercer International Inc.,MERC,NasdaqGS,2023-04-04 19:00:00,0.030487806,2.4 - Buy,2.638814,0.3
"MetLife, Inc.",MET,NYSE,2023-03-13 19:00:00,0.03516874,2.1 - Buy,20.751799,1.98
"Ramaco Resources, Inc.",METC,NasdaqGS,2023-03-14 19:00:00,0.052613243,2.0 - Buy,3.6540086,0.453
"Ramaco Resources, Inc. - 9.00% ",METCL,NasdaqGS,2023-10-30 19:00:00,,,,
"MFA Financial, Inc.",MFA,NYSE,2023-04-27 19:00:00,0.17803837,2.4 - Buy,,1.67
Manulife Financial Corporation,MFC,NYSE,2023-03-19 19:00:00,0.07300885,3.2 - Hold,7.0351567,1.32
Medallion Financial Corp.,MFIN,NasdaqGS,2023-03-30 19:00:00,0.04232804,2.5 - Buy,4.4327483,0.32
"Magna International, Inc.",MGA,NYSE,2023-03-09 18:00:00,0.035728384,2.5 - Buy,26.265305,1.81
MGE Energy Inc.,MGEE,NasdaqGS,2023-03-14 19:00:00,0.020987328,4.0 - Underperform,24.579617,1.59
Magic Software Enterprises Ltd.,MGIC,NasdaqGS,2023-04-19 19:00:00,0.045210727,,17.236843,0.59
MGM Resorts International,MGM,NYSE,2022-12-14 18:00:00,0.0002436647,2.1 - Buy,12.4112425,0.01
"MGP Ingredients, Inc.",MGPI,NasdaqGS,2023-03-23 19:00:00,0.0051735286,1.9 - Buy,19.396265,0.48
"Affiliated Managers Group, Inc.",MGR,NYSE,2023-03-29 19:00:00,,,,
"Affiliated Managers Group, Inc.",MGRB,NYSE,2023-03-29 19:00:00,,,,
McGrath RentCorp,MGRC,NasdaqGS,2023-04-27 19:00:00,0.019293968,1.0 - Strong Buy,20.489407,1.82
"Affiliated Managers Group, Inc.",MGRD,NYSE,2023-03-29 19:00:00,,,,
Magnolia Oil & Gas Corporation,MGY,NYSE,2023-02-28 18:00:00,0.016287487,2.3 - Buy,4.4876404,0.315
"Magyar Bancorp, Inc.",MGYR,NasdaqGM,2023-02-22 18:00:00,0.010909091,,9.491667,0.12
"Maiden Holdings North America, ",MHNC,NYSE,2023-02-28 18:00:00,,,,
"MIND Technology, Inc. - Series ",MINDP,NasdaqCM,2022-04-29 19:00:00,0.0,,,0.0
"AG Mortgage Investment Trust, I",MITT,NYSE,2023-01-30 18:00:00,0.15728155,2.5 - Buy,,0.81
MiX Telematics Limited,MIXT,NYSE,2023-03-01 18:00:00,0.0012269939,1.5 - Strong Buy,24.588234,0.01
"McCormick & Company, Incorporat",MKC,NYSE,2023-01-08 18:00:00,0.020296216,3.1 - Hold,28.613281,1.48
"McCormick & Company, Incorporat",MKC-V,NYSE,2023-01-08 18:00:00,0.020441988,,28.646826,1.48
"MKS Instruments, Inc.",MKSI,NasdaqGS,2023-03-09 18:00:00,0.010109132,2.0 - Buy,16.665442,0.88
"MarketAxess Holdings, Inc.",MKTX,NasdaqGS,2023-02-21 18:00:00,0.0073709427,2.8 - Hold,57.110294,2.8
"Mesa Laboratories, Inc.",MLAB,NasdaqGS,2023-03-14 19:00:00,0.003812474,2.5 - Buy,,0.64
"Mueller Industries, Inc.",MLI,NYSE,2023-03-30 19:00:00,0.014134276,1.0 - Strong Buy,6.446997,1.0
"MillerKnoll, Inc.",MLKN,NasdaqGS,2023-04-14 19:00:00,0.035578746,2.5 - Buy,19.054054,0.75
"Martin Marietta Materials, Inc.",MLM,NYSE,2023-03-30 19:00:00,0.007810338,2.1 - Buy,25.092424,2.54
"Miller Industries, Inc.",MLR,NYSE,2023-03-26 19:00:00,0.021576267,,19.137363,0.72
"Marsh & McLennan Companies, Inc",MMC,NYSE,2023-02-14 18:00:00,0.014959762,2.8 - Hold,26.805744,2.305
"Marcus & Millichap, Inc.",MMI,NYSE,2023-04-05 19:00:00,0.01616031,4.0 - Underperform,12.143969,0.5
Martin Midstream Partners L.P.,MMLP,NasdaqGS,2023-02-13 18:00:00,0.007905139,3.0 - Hold,,0.02
3M Company,MMM,NYSE,2023-03-11 18:00:00,0.057987936,3.3 - Hold,10.236738,5.96
Magellan Midstream Partners L.P,MMP,NYSE,2023-02-13 18:00:00,0.08000768,2.6 - Hold,13.099503,4.17
"Maximus, Inc.",MMS,NYSE,2023-02-27 18:00:00,0.014997322,2.0 - Buy,24.720396,1.12
MIND C.T.I. Ltd.,MNDO,NasdaqGM,2022-04-05 19:00:00,0.10714285,,8.692308,0.24
"Monro, Inc.",MNRO,NasdaqGS,2023-03-21 19:00:00,0.022513304,3.0 - Hold,34.89362,1.1
"MainStreet Bancshares, Inc.",MNSB,NasdaqCM,2023-02-09 18:00:00,0.0,1.0 - Strong Buy,7.6802506,0.0
"MainStreet Bancshares, Inc. - D",MNSBP,NasdaqCM,2023-03-29 19:00:00,0.0,,9.510065,0.0
MINISO Group Holding Limited,MNSO,NYSE,2022-09-13 19:00:00,0.0,1.5 - Strong Buy,38.916668,0.0
"Altria Group, Inc.",MO,NYSE,2023-04-27 19:00:00,0.078515045,2.8 - Hold,14.428124,3.68
"MidWestOne Financial Group, Inc",MOFG,NasdaqGS,2023-03-14 19:00:00,0.03815261,2.2 - Buy,6.4923472,0.95
Moog Inc.,MOG-A,NYSE,2023-03-05 18:00:00,0.010922074,2.7 - Hold,20.153208,1.04
Moog Inc.,MOG-B,NYSE,2023-03-05 18:00:00,0.010250345,,20.800415,1.04
Hello Group Inc.,MOMO,NasdaqGS,2022-04-28 19:00:00,0.0,2.3 - Buy,,0.0
"Morningstar, Inc.",MORN,NasdaqGS,2023-01-30 18:00:00,0.007916644,3.0 - Hold,116.375,1.455
Mosaic Company (The),MOS,NYSE,2023-06-14 19:00:00,0.014528385,2.8 - Hold,4.611801,0.65
Movado Group Inc.,MOV,NYSE,2022-12-15 18:00:00,0.038933814,3.0 - Hold,7.9249706,1.3
Mid Penn Bancorp,MPB,NasdaqGM,2023-02-19 18:00:00,0.030018762,1.5 - Strong Buy,7.8137536,0.8
Marathon Petroleum Corporation,MPC,NYSE,2023-03-09 18:00:00,0.021680659,1.9 - Buy,4.657983,2.66
MPLX LP,MPLX,NYSE,2023-02-13 18:00:00,0.08726416,2.2 - Buy,9.185286,2.96
"Medical Properties Trust, Inc.",MPW,NYSE,2023-04-12 19:00:00,0.14233129,2.1 - Buy,5.5625,1.16
"Monolithic Power Systems, Inc.",MPWR,NasdaqGS,2023-04-13 19:00:00,0.006294455,1.9 - Buy,57.04124,3.0
Marine Products Corporation,MPX,NYSE,2023-03-09 18:00:00,0.040688574,3.0 - Hold,11.068377,0.52
Meridian Corporation,MRBK,NasdaqGS,2023-02-20 18:00:00,0.029629631,2.3 - Buy,7.642857,0.8
Monroe Capital Corporation,MRCC,NasdaqGS,2023-03-30 19:00:00,0.1317523,2.6 - Hold,,1.0
"Merck & Company, Inc.",MRK,NYSE,2023-04-09 19:00:00,0.025643408,2.0 - Buy,18.667826,2.76
Marathon Oil Corporation,MRO,NYSE,2023-03-09 18:00:00,0.01646284,2.3 - Buy,4.575884,0.35
"Marten Transport, Ltd.",MRTN,NasdaqGS,2023-03-30 19:00:00,0.011741682,2.3 - Buy,15.574627,0.24
"Marvell Technology, Inc.",MRVL,NasdaqGS,2023-01-24 18:00:00,0.0063795852,1.8 - Buy,,0.24
Morgan Stanley,MS,NYSE,2023-02-14 18:00:00,0.035425697,2.3 - Buy,14.8989725,3.025
MSA Safety Incorporated,MSA,NYSE,2023-03-09 18:00:00,0.013877241,2.3 - Buy,29.829979,1.82
Mesabi Trust,MSB,NYSE,2022-08-19 19:00:00,0.15,,12.91623,3.63
"Midland States Bancorp, Inc.",MSBI,NasdaqGS,2023-02-23 18:00:00,0.052322958,3.0 - Hold,5.4940615,1.16
"Midland States Bancorp, Inc. - ",MSBIP,NasdaqGS,2023-03-29 19:00:00,0.05110132,,,1.16
MSCI Inc,MSCI,NYSE,2023-02-27 18:00:00,0.0085325185,2.4 - Buy,51.955322,4.58
Middlesex Water Company,MSEX,NasdaqGS,2023-02-28 18:00:00,0.015621285,1.0 - Strong Buy,32.00833,1.183
Microsoft Corporation,MSFT,NasdaqGS,2023-03-08 18:00:00,0.009795057,1.9 - Buy,30.15284,2.6
Madison Square Garden Sports Co,MSGS,NYSE,2022-10-30 19:00:00,0.0,1.8 - Buy,83.61363,0.0
"Motorola Solutions, Inc.",MSI,NYSE,2023-04-13 19:00:00,0.012561843,2.1 - Buy,34.835278,3.25
"MSC Industrial Direct Company, ",MSM,NYSE,2023-01-23 18:00:00,0.0383992,2.4 - Buy,12.680818,3.08
"Mid-Southern Bancorp, Inc.",MSVB,NasdaqCM,2023-02-23 18:00:00,0.01598579,,18.868853,0.18
Arcelor Mittal NY Registry Shar,MT,NYSE,2023-12-06 18:00:00,0.016485576,2.2 - Buy,2.86,0.44
M&T Bank Corporation,MTB,NYSE,2023-03-30 19:00:00,0.038433824,2.3 - Buy,11.288495,4.8
ArcelorMittal 5.50% Mandatorily,MTCN,NYSE,2023-02-17 18:00:00,,,,
Matador Resources Company,MTDR,NYSE,2023-03-08 18:00:00,0.0067689535,2.2 - Buy,4.972737,0.3
"Mannatech, Incorporated",MTEX,NasdaqGS,2023-03-29 19:00:00,0.06352683,,7.7192984,1.16
MGIC Investment Corporation,MTG,NYSE,2023-03-01 18:00:00,0.028594123,2.2 - Buy,4.6413045,0.36
Meritage Homes Corporation,MTH,NYSE,2023-03-30 19:00:00,0.0,2.5 - Buy,4.0157566,0.0
"Vail Resorts, Inc.",MTN,NYSE,2023-04-10 19:00:00,0.03527239,2.7 - Hold,26.672308,7.64
Mesa Royalty Trust,MTR,NYSE,2023-04-27 19:00:00,0.1081195,,10.6029415,1.538
Materion Corporation,MTRN,NYSE,2023-03-09 18:00:00,0.0047669495,2.0 - Buy,26.984808,0.495
Minerals Technologies Inc.,MTX,NYSE,2023-03-08 18:00:00,0.0034800766,2.7 - Hold,15.829201,0.2
"Micron Technology, Inc.",MU,NasdaqGS,2023-01-18 18:00:00,0.008220949,2.3 - Buy,10.192792,0.445
"Mitsubishi UFJ Financial Group,",MUFG,NYSE,2022-07-10 19:00:00,4.967427,1.0 - Strong Buy,26.250002,30.5
Murphy Oil Corporation,MUR,NYSE,2023-02-28 18:00:00,0.024066512,2.5 - Buy,6.003431,0.825
Murphy USA Inc.,MUSA,NYSE,2023-02-28 18:00:00,0.0052822027,2.6 - Hold,8.832088,1.27
MVB Financial Corp.,MVBF,NasdaqCM,2023-03-14 19:00:00,0.030262573,2.2 - Buy,19.024794,0.68
MV Oil Trust,MVO,NYSE,2023-01-24 18:00:00,0.2480447,,5.5988374,2.22
MUELLER WATER PRODUCTS,MWA,NYSE,2023-02-20 18:00:00,0.01793893,2.7 - Hold,26.857141,0.235
"Myers Industries, Inc.",MYE,NYSE,2023-04-03 19:00:00,0.027176648,2.5 - Buy,13.052287,0.54
